Round,Category,Tier,Variable,Unit,Definition
2,CCS,3,CO2 storage|Coal Seams,Mt CO2/yr,CO2 stored in coal seams
2,CCS,3,CO2 storage|EOR,Mt CO2/yr,CO2 used for enhanced oil recovery
2,CCS,3,CO2 storage|Other mineralization,Mt CO2/yr,CO2 stored in other mineralized forms
2,CCS,3,CO2 storage|Saline Off Shore,Mt CO2/yr,CO2 stored in off-shore saline acquifers
2,CCS,3,CO2 storage|Saline On Shore,Mt CO2/yr,CO2 stored in on-shore saline acquifers
2,Economy,2,Consumption|Electricity|Quintile 1,billion US$2018/yr,Final electricity consumption by households and income group.
2,Economy,2,Consumption|Electricity|Quintile 2,billion US$2018/yr,Final electricity consumption by households and income group.
2,Economy,2,Consumption|Electricity|Quintile 3,billion US$2018/yr,Final electricity consumption by households and income group.
2,Economy,2,Consumption|Electricity|Quintile 4,billion US$2018/yr,Final electricity consumption by households and income group.
2,Economy,2,Consumption|Electricity|Quintile 5,billion US$2018/yr,Final electricity consumption by households and income group.
2,Economy,2,Consumption|Energy|Quintile 1,billion US$2018/yr,Final energy consumption by households and income group.
2,Economy,2,Consumption|Energy|Quintile 2,billion US$2018/yr,Final energy consumption by households and income group.
2,Economy,2,Consumption|Energy|Quintile 3,billion US$2018/yr,Final energy consumption by households and income group.
2,Economy,2,Consumption|Energy|Quintile 4,billion US$2018/yr,Final energy consumption by households and income group.
2,Economy,2,Consumption|Energy|Quintile 5,billion US$2018/yr,Final energy consumption by households and income group.
2,Economy,2,Consumption|Total|Quintile 1,billion US$2018/yr,Final consumption by households and income group.
2,Economy,2,Consumption|Total|Quintile 2,billion US$2018/yr,Final consumption by households and income group.
2,Economy,2,Consumption|Total|Quintile 3,billion US$2018/yr,Final consumption by households and income group.
2,Economy,2,Consumption|Total|Quintile 4,billion US$2018/yr,Final consumption by households and income group.
2,Economy,2,Consumption|Total|Quintile 5,billion US$2018/yr,Final consumption by households and income group.
2,Costs,3,Cost|Capital|CO2 Capture|Electricity|Biomass|New,US$2018/kW,capital cost of CO2 capture from electricity production from biomass (new builds)
2,Costs,3,Cost|Capital|CO2 Capture|Electricity|Biomass|Retrofit,US$2018/kW,capital cost of CO2 capture from electricity production from biomass (retrofit)
2,Costs,3,Cost|Capital|CO2 Capture|Electricity|Coal|New,US$2018/kW,capital cost of CO2 capture from electricity production from coal (new builds)
2,Costs,3,Cost|Capital|CO2 Capture|Electricity|Coal|Retrofit,US$2018/kW,capital cost of CO2 capture from electricity production from coal (retrofit)
2,Costs,3,Cost|Capital|CO2 Capture|Electricity|Gas|New,US$2018/kW,capital cost of CO2 capture from electricity production from gas (new builds)
2,Costs,3,Cost|Capital|CO2 Capture|Electricity|Gas|Retrofit,US$2018/kW,capital cost of CO2 capture from electricity production from gas (retrofit)
2,Costs,3,Cost|Capital|CO2 Capture|Electricity|Oil|New,US$2018/kW,capital cost of CO2 capture from electricity production from oil (new builds)
2,Costs,3,Cost|Capital|CO2 Capture|Electricity|Oil|Retrofit,US$2018/kW,capital cost of CO2 capture from electricity production from oil (retrofit)
2,Costs,3,Cost|Capital|CO2 Capture|H2 Production|Chemical,US$2018/EJ of products,capital cost of CO2 capture from hydrogen production via chemical processing
2,Costs,3,Cost|Capital|CO2 Capture|H2 Production|Electrolysis,US$2018/EJ of products,capital cost of CO2 capture from hydrogen production via electrolysis
2,Costs,3,Cost|Capital|CO2 Capture|H2 Production|Thermal,US$2018/EJ of products,capital cost of CO2 capture from hydrogen production via thermal processes
2,Costs,3,Cost|Capital|CO2 Capture|Industry|EInt Mfg|Aluminum|Biomass,US$2018/Mt of products,capital cost of CO2 capture from biomass in aluminum
2,Costs,3,Cost|Capital|CO2 Capture|Industry|EInt Mfg|Aluminum|Coal,US$2018/Mt of products,capital cost of CO2 capture from coal in aluminum
2,Costs,3,Cost|Capital|CO2 Capture|Industry|EInt Mfg|Aluminum|Gas,US$2018/Mt of products,capital cost of CO2 capture from gas in aluminum
2,Costs,3,Cost|Capital|CO2 Capture|Industry|EInt Mfg|Aluminum|Oil,US$2018/Mt of products,capital cost of CO2 capture from oil in aluminum
2,Costs,3,Cost|Capital|CO2 Capture|Industry|EInt Mfg|Bulk chemicals|Biomass,US$2018/Mt of products,capital cost of CO2 capture from biomass in bulk chemicals
2,Costs,3,Cost|Capital|CO2 Capture|Industry|EInt Mfg|Bulk chemicals|Coal,US$2018/Mt of products,capital cost of CO2 capture from coal in bulk chemicals
2,Costs,3,Cost|Capital|CO2 Capture|Industry|EInt Mfg|Bulk chemicals|Gas,US$2018/Mt of products,capital cost of CO2 capture from gas in bulk chemicals
2,Costs,3,Cost|Capital|CO2 Capture|Industry|EInt Mfg|Bulk chemicals|Oil,US$2018/Mt of products,capital cost of CO2 capture from oil in bulk chemicals
2,Costs,3,Cost|Capital|CO2 Capture|Industry|EInt Mfg|Cement and lime|Biomass,US$2018/Mt of products,capital cost of CO2 capture from biomass in cement and lime
2,Costs,3,Cost|Capital|CO2 Capture|Industry|EInt Mfg|Cement and lime|Coal,US$2018/Mt of products,capital cost of CO2 capture from coal in cement and lime
2,Costs,3,Cost|Capital|CO2 Capture|Industry|EInt Mfg|Cement and lime|Gas,US$2018/Mt of products,capital cost of CO2 capture from gas in cement and lime
2,Costs,3,Cost|Capital|CO2 Capture|Industry|EInt Mfg|Cement and lime|Oil,US$2018/Mt of products,capital cost of CO2 capture from oil in cement and lime
2,Costs,3,Cost|Capital|CO2 Capture|Industry|EInt Mfg|Food products|Biomass,US$2018/Mt of products,capital cost of CO2 capture from biomass in food products
2,Costs,3,Cost|Capital|CO2 Capture|Industry|EInt Mfg|Food products|Coal,US$2018/Mt of products,capital cost of CO2 capture from coal in food products
2,Costs,3,Cost|Capital|CO2 Capture|Industry|EInt Mfg|Food products|Gas,US$2018/Mt of products,capital cost of CO2 capture from gas in food products
2,Costs,3,Cost|Capital|CO2 Capture|Industry|EInt Mfg|Food products|Oil,US$2018/Mt of products,capital cost of CO2 capture from oil in food products
2,Costs,3,Cost|Capital|CO2 Capture|Industry|EInt Mfg|Glass|Biomass,US$2018/Mt of products,capital cost of CO2 capture from biomass in glass
2,Costs,3,Cost|Capital|CO2 Capture|Industry|EInt Mfg|Glass|Coal,US$2018/Mt of products,capital cost of CO2 capture from coal in glass
2,Costs,3,Cost|Capital|CO2 Capture|Industry|EInt Mfg|Glass|Gas,US$2018/Mt of products,capital cost of CO2 capture from gas in glass
2,Costs,3,Cost|Capital|CO2 Capture|Industry|EInt Mfg|Glass|Oil,US$2018/Mt of products,capital cost of CO2 capture from oil in glass
2,Costs,3,Cost|Capital|CO2 Capture|Industry|EInt Mfg|Iron and steel|Biomass,US$2018/Mt of products,capital cost of CO2 capture from biomass in iron and steel
2,Costs,3,Cost|Capital|CO2 Capture|Industry|EInt Mfg|Iron and steel|Coal,US$2018/Mt of products,capital cost of CO2 capture from coal in iron and steel
2,Costs,3,Cost|Capital|CO2 Capture|Industry|EInt Mfg|Iron and steel|Gas,US$2018/Mt of products,capital cost of CO2 capture from gas in iron and steel
2,Costs,3,Cost|Capital|CO2 Capture|Industry|EInt Mfg|Iron and steel|Oil,US$2018/Mt of products,capital cost of CO2 capture from oil in iron and steel
2,Costs,3,Cost|Capital|CO2 Capture|Industry|EInt Mfg|Other|Biomass,US$2018/Mt of products,capital cost of CO2 capture from biomass in other energy intensive sectors
2,Costs,3,Cost|Capital|CO2 Capture|Industry|EInt Mfg|Other|Coal,US$2018/Mt of products,capital cost of CO2 capture from coal in other energy intensive sectors
2,Costs,3,Cost|Capital|CO2 Capture|Industry|EInt Mfg|Other|Gas,US$2018/Mt of products,capital cost of CO2 capture from gas in other energy intensive sectors
2,Costs,3,Cost|Capital|CO2 Capture|Industry|EInt Mfg|Other|Oil,US$2018/Mt of products,capital cost of CO2 capture from oil in other energy intensive sectors
2,Costs,3,Cost|Capital|CO2 Capture|Industry|EInt Mfg|Paper|Biomass,US$2018/Mt of products,capital cost of CO2 capture from biomass in paper
2,Costs,3,Cost|Capital|CO2 Capture|Industry|EInt Mfg|Paper|Coal,US$2018/Mt of products,capital cost of CO2 capture from coal in paper
2,Costs,3,Cost|Capital|CO2 Capture|Industry|EInt Mfg|Paper|Gas,US$2018/Mt of products,capital cost of CO2 capture from gas in paper
2,Costs,3,Cost|Capital|CO2 Capture|Industry|EInt Mfg|Paper|Oil,US$2018/Mt of products,capital cost of CO2 capture from oil in paper
2,Costs,3,Cost|Capital|CO2 Capture|Industry|EInt Mfg|Refineries|Biomass,US$2018/EJ of products,capital cost of CO2 capture from biomass in refineries
2,Costs,3,Cost|Capital|CO2 Capture|Industry|EInt Mfg|Refineries|Coal,US$2018/EJ of products,capital cost of CO2 capture from coal in refineries
2,Costs,3,Cost|Capital|CO2 Capture|Industry|EInt Mfg|Refineries|Gas,US$2018/EJ of products,capital cost of CO2 capture from gas in refineries
2,Costs,3,Cost|Capital|CO2 Capture|Industry|EInt Mfg|Refineries|Oil,US$2018/EJ of products,capital cost of CO2 capture from oil in refineries
2,Costs,3,Cost|Capital|CO2 Capture|Industry|Non Mfg|Biomass,US$2018/Mt of products,capital cost of CO2 capture from biomass in non-manufacturing sectors
2,Costs,3,Cost|Capital|CO2 Capture|Industry|Non Mfg|Coal,US$2018/Mt of products,capital cost of CO2 capture from coal in non-manufacturing sectors
2,Costs,3,Cost|Capital|CO2 Capture|Industry|Non Mfg|Gas,US$2018/Mt of products,capital cost of CO2 capture from gas in non-manufacturing sectors
2,Costs,3,Cost|Capital|CO2 Capture|Industry|Non Mfg|Oil,US$2018/Mt of products,capital cost of CO2 capture from oil in non-manufacturing sectors
2,Costs,4,Cost|Capital|Electricity|Biomass|w/ CCS,US$2018/kW,"capital cost of a new biomass power plant with CCS. If more than technology in this category is modelled, modellers should report capital costs for the technology that is used most."
2,Costs,4,Cost|Capital|Electricity|Biomass|w/o CCS,US$2018/kW,"capital cost of a new biomass power plant w/o CCS. If more than technology in this category is modelled, modellers should report capital costs for the technology that is used most."
2,Costs,4,Cost|Capital|Electricity|Coal|w/ CCS,US$2018/kW,"capital cost of a new coal power plant with CCS. If more than technology in this category is modelled, modellers should report capital costs for the technology that is used most."
2,Costs,4,Cost|Capital|Electricity|Coal|w/o CCS,US$2018/kW,"capital cost of a new coal power plant w/o CCS. If more than technology in this category is modelled, modellers should report capital costs for the technology that is used most."
2,Costs,4,Cost|Capital|Electricity|Gas|w/ CCS,US$2018/kW,"capital cost of a new gas power plant with CCS. If more than technology in this category is modelled, modellers should report capital costs for the technology that is used most."
2,Costs,4,Cost|Capital|Electricity|Gas|w/o CCS,US$2018/kW,"capital cost of a new gas power plant w/o CCS. If more than technology in this category is modelled, modellers should report capital costs for the technology that is used most."
2,Costs,4,Cost|Capital|Electricity|Geothermal,US$2018/kW,"capital cost of a new geothermal power plant. If more than technology in this category is modelled, modellers should report capital costs for the technology that is used most."
2,Costs,4,Cost|Capital|Electricity|Hydro,US$2018/kW,"capital cost of a new hydropower plant. If more than technology in this category is modelled, modellers should report capital costs for the technology that is used most."
2,Costs,4,Cost|Capital|Electricity|Nuclear,US$2018/kW,"capital cost of a new nuclear power plants. If more than technology in this category is modelled, modellers should report capital costs for the technology that is used most."
2,Costs,4,Cost|Capital|Electricity|Solar|CSP,US$2018/kW,"capital cost of a new concentrated solar power plant. If more than technology in this category is modelled, modellers should report capital costs for the technology that is used most."
2,Costs,4,Cost|Capital|Electricity|Solar|PV,US$2018/kW,"capital cost of a new solar PV units. If more than technology in this category is modelled, modellers should report capital costs for the technology that is used most."
2,Costs,4,Cost|Capital|Electricity|Wind|Offshore,US$2018/kW,"capital cost of a new offshore wind power plants. If more than technology in this category is modelled, modellers should report capital costs for the technology that is used most."
2,Costs,4,Cost|Capital|Electricity|Wind|Onshore,US$2018/kW,"capital cost of a new onshore wind power plants. If more than technology in this category is modelled, modellers should report capital costs for the technology that is used most."
2,Costs,4,Cost|Capital|Gases|Biomass|w/ CCS,US$2018/kW,"capital cost of a new biomass to gas plant with CCS. If more than technology in this category is modelled, modellers should report capital costs for the technology that is used most."
2,Costs,4,Cost|Capital|Gases|Biomass|w/o CCS,US$2018/kW,"capital cost of a new biomass to gas plant w/o CCS. If more than technology in this category is modelled, modellers should report capital costs for the technology that is used most."
2,Costs,4,Cost|Capital|Gases|Coal|w/ CCS,US$2018/kW,"capital cost of a new coal to gas plant with CCS. If more than technology in this category is modelled, modellers should report capital costs for the technology that is used most."
2,Costs,4,Cost|Capital|Gases|Coal|w/o CCS,US$2018/kW,"capital cost of a new coal to gas plant w/o CCS. If more than technology in this category is modelled, modellers should report capital costs for the technology that is used most."
2,Costs,4,Cost|Capital|Hydrogen|Biomass|w/ CCS,US$2018/kW,"capital cost of a new biomass to hydrogen plant with CCS. If more than technology in this category is modelled, modellers should report capital costs for the technology that is used most."
2,Costs,4,Cost|Capital|Hydrogen|Biomass|w/o CCS,US$2018/kW,"capital cost of a new biomass to hydrogen plant w/o CCS. If more than technology in this category is modelled, modellers should report capital costs for the technology that is used most."
2,Costs,4,Cost|Capital|Hydrogen|Coal|w/ CCS,US$2018/kW,"capital cost of a new coal to hydrogen plant with CCS. If more than technology in this category is modelled, modellers should report capital costs for the technology that is used most."
2,Costs,4,Cost|Capital|Hydrogen|Coal|w/o CCS,US$2018/kW,"capital cost of a new coal to hydrogen plant w/o CCS. If more than technology in this category is modelled, modellers should report capital costs for the technology that is used most."
2,Costs,4,Cost|Capital|Hydrogen|Electricity,US$2018/kW,"capital cost of a new hydrogen-by-electrolysis plant. If more than technology in this category is modelled, modellers should report capital costs for the technology that is used most."
2,Costs,4,Cost|Capital|Hydrogen|Gas|w/ CCS,US$2018/kW,"capital cost of a new gas to hydrogen plant with CCS. If more than technology in this category is modelled, modellers should report capital costs for the technology that is used most."
